5.9737417943107225, -0.06913692914713465
6.078774617067834, 0.207410787432309
6.210065645514224, 174.3287668391622
6.341356673960613, 190.47223979452428
6.551422319474836, 570.1722546589644
6.682713347921226, 649.5068808528722
6.919037199124728, 981.8826677175457
7.339168490153173, 1156.7645299898704
7.417943107221007, 1077.9829992291216
7.549234135667397, 1094.1264721844818
7.838074398249454, 1189.6737082628988
7.99562363238512, 1569.2354492690483
8.2582056892779, 3260.290167691619
8.75711159737418, 4762.393658760857
9.282275711159738, 5853.823790708686
9.912472647702408, 7008.721623611642
10.463894967177243, 7563.096089960971
10.726477024070022, 7769.1587072776965
11.38293216630197, 8371.203086272515
11.98687089715536, 8625.557848597036
12.72210065645514, 8817.067142328737
13.457330415754925, 8692.620669867705
14.166301969365428, 8299.542659213705
14.875273522975931, 7590.50888236697
15.7417943107221, 6581.73194921201
16.26695842450766, 5603.651812597439
16.87089715536105, 4404.610050435389
17.422319474835888, 3489.7902039885075
18.15754923413567, 2385.8808563300036
18.89277899343545, 1439.9493917678647
19.49671772428884, 841.2235853720067
19.89059080962801, 289.33804847190004
20.0218818380744, 21.121331853801166
